time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
597.353,0.1631777,-0.8619063,-0.07508095,-0.1370829,0.4107665,-0.2909135,0.2694504,0.08768569,0.335732,352.6613,355.3989,0.9905549,0.1899437,-0.05712707,-0.5319187,2.063679,2.507068,0.3064041,0.08104104,-0.1801183,0.43486,329.7419,335.9962,20.76736,0.3064868,-1.281824,-0.05870091,-2.099496,-0.9177144,0.6877742,0.409962,-0.4923552,0.4840842,32.39383,348.8567,344.4473,
611.096,0.1559002,-0.9188165,-0.0600158,-0.1353985,0.436292,-0.2901549,0.2714604,0.07383735,0.3352625,352.8797,354.9566,1.093286,0.2225057,-0.1871284,-0.5329524,2.072055,2.513289,0.5785148,0.08413341,-0.1881905,0.4291509,327.0847,335.3562,20.30874,0.3279913,-1.141141,0.02034087,-1.655204,-1.709595,1.246764,0.4160255,-0.5046114,0.4865636,31.44764,348.515,340.9432,
625.108,0.1489298,-0.9587739,-0.05323314,-0.2266287,0.4604263,-0.2384273,0.2733006,0.05997057,0.334325,353.2744,354.5598,1.047275,0.1794856,-0.324418,-0.5303005,2.318674,2.440442,0.2993468,0.08450621,-0.198184,0.4244955,324.6187,333.5246,21.49525,0.3928289,-1.004734,0.1320471,-1.52464,-2.651249,1.431888,0.4228531,-0.5158144,0.4918057,30.45504,349.4209,337.3344,
638.961,0.1419274,-0.9855531,-0.05046841,-0.2456868,0.4699281,-0.1676341,0.2750254,0.04605736,0.3338879,353.4167,354.1949,0.9775696,0.07458223,-0.4456573,-0.4955011,2.277263,2.22803,-0.4502897,0.08355805,-0.2082022,0.4210987,323.5476,330.3658,23.73892,0.4570217,-0.9109112,0.250378,-1.666505,-3.22583,1.053922,0.428077,-0.5259967,0.4984224,30.28716,351.6255,334.9069,
652.856,0.1310716,-0.9834665,-0.03893095,-0.3288825,0.445652,-0.1273057,0.2763524,0.03361805,0.3340404,353.8716,353.9001,0.9222419,-0.0506157,-0.5718488,-0.4102883,1.853612,1.694215,-1.370823,0.08194673,-0.2184642,0.419628,324.4846,326.9621,26.17961,0.420789,-0.8021544,0.352875,-1.476108,-2.712596,0.5408109,0.4295114,-0.532074,0.5055106,30.58584,353.0577,334.4642,
666.903,0.1174431,-0.9398358,-0.03210691,-0.6423218,0.384746,-0.1730952,0.2774597,0.02374159,0.3333682,355.1718,353.6893,0.9546036,-0.1183783,-0.6573395,-0.2687257,1.172149,0.7760288,-1.754805,0.08088472,-0.2269068,0.4201461,326.5956,325.5905,27.55991,0.2934236,-0.5638283,0.4384266,-0.2361076,-1.611086,0.2019982,0.429265,-0.5305781,0.5131665,29.21551,352.8721,335.8646,
680.778,0.1020624,-0.8269564,-0.04298544,-1.12276,0.2696602,-0.3393014,0.2784954,0.01817867,0.3317244,356.994,353.6164,1.213226,-0.1109059,-0.6416429,-0.1422489,0.6532596,0.2232594,-1.368177,0.08012789,-0.2331019,0.4210983,327.5909,325.857,27.68473,0.1746751,-0.2053811,0.5073075,1.259143,-1.15407,0.2819895,0.4299114,-0.5237491,0.5210818,25.84835,352.0978,336.7477,
694.712,0.08722245,-0.6464073,-0.04661708,-1.245077,0.243013,-0.409735,0.279133,0.01754953,0.3316575,357.9458,353.3581,1.320755,-0.1110144,-0.5600712,-0.06171478,0.3143466,0.3134934,-1.031163,0.07843517,-0.2377112,0.4225927,327.6754,325.5746,27.33574,0.1341709,0.1625317,0.5722074,1.805653,-1.449562,0.2733806,0.4310968,-0.5129511,0.5302866,22.90027,352.5702,336.6653,
708.505,0.06626882,-0.3807612,-0.02732747,-0.7470244,0.3357332,-0.2248846,0.279164,0.02249222,0.3328765,357.0775,352.8896,1.083007,-0.1418127,-0.4633769,0.02439912,-0.292204,0.5316354,-1.127885,0.07610292,-0.2399983,0.4260028,328.4966,324.7753,26.24993,0.09904243,0.5382513,0.6309589,1.540509,-1.627004,0.2915996,0.4306928,-0.4961701,0.5395125,21.46351,353.3206,336.0659,
722.509,0.0405024,-0.05045677,0.01188752,0.06030243,0.4139594,0.007700015,0.2790289,0.03196807,0.3346346,355.4788,352.4958,1.040192,-0.1850204,-0.3675974,0.1534045,-1.223889,0.416833,-1.524651,0.07321168,-0.2397661,0.4319383,330.9147,324.3507,24.31871,0.04647273,0.8549762,0.6531114,1.466623,-1.451677,0.2876132,0.4293567,-0.4772322,0.5479056,20.14325,353.5236,335.8035,
